nome_cliente,email,idade,data_compra,valor_compra,produto_id,ativo,cliente_id
Nicolas Campos,gabriel69@hotmail.com,65,2017-02-21,396.0,,False,6d53bdc1-b8db-4fd7-9d0d-f8d567fe999a
Maria Alice Ferreira,pereirapietra@jesus.net,65,1945-10-16,287.3,,False,a32d35e0-b15a-4da7-a8bd-07dd4bdf187d
Leandro Da Conceição,"E-mail ""email_invalido@.com"" inválido",,1987-05-01,84384.0,287-A,True,0137da5b-9736-49bd-94a1-f3c044832887
Maria Sophia Lopes,"E-mail ""email_invalido@.com"" inválido",,,525.91,,False,3d2849fe-3fbe-4d71-aad5-4ffed76336be
Paulo Alves,eduarte@dias.com,49,,11114.0,,False,fc16ca25-dce3-42ac-aa53-b9c944024df3
Raquel Pires,wlima@martins.br,,1996-03-27,89688.0,,False,09b33b63-f9b1-4124-ba55-2c4356b6559f
Mirella Da Rosa,noahribeiro@ig.com.br,,1956-08-25,54056.0,,True,610d7b23-ebab-4478-9265-63bfa76d44ac
Isabella Azevedo,peixotocaroline@gmail.com,30,1952-04-14,87071.0,,,d873bbef-c27e-45fb-b253-94c4ceed1db6
Davi Da Luz,eduardoda-conceicao@cardoso.br,,,5102.0,,False,6232b42b-6b84-4585-ae23-e31636eb5435
Eduarda Caldeira,jjesus@yahoo.com.br,,1970-01-14,235492.0,,True,aacb14af-6472-48f9-80e5-304982ceaee6
Pedro Lucas Nascimento,antonio41@gmail.com,,1953-09-24,34.47,,False,06fb3780-ecc1-4bf1-8f2b-327f1f831101
Luna Azevedo,viniciuspereira@yahoo.com.br,,2020-02-19,92118.0,,False,b904f551-6b80-4227-8eae-97b6c5b8d895
Eloah Novaes,barrosmiguel@da.br,,1939-11-02,322.91,868-L,,7cd1bb26-ff99-4e74-8fe1-33561fc36cfa
Vinicius Oliveira,mariane01@ig.com.br,,2015-01-31,291.0,915-C,True,8cff5f76-10d0-4af5-9a4b-fa4c134988b7
Isadora Nunes,heloisa44@yahoo.com.br,70,1967-02-04,64181.0,784,False,83e35b1b-98d6-45db-a433-7fcd0445bcc2
Bernardo Castro,pnogueira@fogaca.org,,1989-03-25,77161.0,,False,e4d0033f-6cbe-4f4a-9ec7-ce578120521e
João Vitor Oliveira,oliviaramos@barros.com,61,1963-02-23,26631.0,854,False,3f752cc0-fba9-4c50-81d1-cb625b76e10e
Maria Sophia Costa,marceloviana@barbosa.com,,2009-02-14,586.59,755-T,True,6a31e1af-6a3b-479d-a387-cb75e5436273
Bruno Carvalho,vianamaria-sophia@da.com,,1952-11-30,78148.0,333,False,54083f4d-a2d7-419c-b7e0-1fc0d1d39419
Rodrigo Azevedo,rochamarcela@uol.com.br,,1935-04-14,36542.0,,False,e06abd37-3d69-4ab4-bb26-276a1dc16763
Isaac Ferreira,gda-rosa@goncalves.net,61,1994-09-29,314.28,,,41f995b6-a1d5-4300-8130-bf8c5cacb651
Thiago Pires,mariane59@lopes.br,,,61.19,,True,f86ad7e3-995b-4ba1-8054-716bb5cca2d2
Ana Vitória Da Cruz,grodrigues@bol.com.br,62,2021-03-15,447.2,842,False,08060559-9689-44ef-944a-6c40d7b27196
Ana Clara Da Paz,joaquim24@da.br,,,548.99,,False,71ed5540-ee94-487a-a6cf-3bca88ce2348
Vitor Araújo,gabrielada-mata@moreira.com,,,7405.0,,False,b6eabc95-402c-458f-97c4-c09cc8067c35
Davi Da Costa,"E-mail ""email_invalido@.com"" inválido",,,226.58,,,9e4aec65-6e1c-4db3-bb93-2ad1581988f2
Heloísa Mendes,"E-mail ""email_invalido@.com"" inválido",,1994-10-28,749.1,896,False,37293181-90ba-448b-851d-a4b067d17a3e
Cauê Ferreira,clariceda-paz@lopes.com,66,1941-06-23,33325.0,483-E,True,647866ea-1f89-4f84-9100-d26a3f9b5faf
Stephany Das Neves,vda-conceicao@cunha.org,,2014-04-02,21998.0,412,False,f24638bb-62e7-40b3-99b3-bb6f296968eb
Gustavo Pereira,novaesenzo@gmail.com,,2005-07-11,32445.0,,False,af4a18a2-eadc-4c61-8718-1961b36bdfaf
Luiz Otávio Cavalcanti,luiz-gustavosales@bol.com.br,,,271.52,,False,ef8d60cb-f330-4d80-b7f8-dca411f5b2a3
Bárbara Cunha,camilapereira@lopes.com,51,1981-07-31,15636.0,866,False,2c937c6a-24b2-42d8-a61f-3a53985f60e4
Leonardo Freitas,"E-mail ""email_invalido@.com"" inválido",,1968-03-31,97502.0,847,True,925383e0-e055-4aa8-96ca-8dd811d9c4c0
Henrique Silveira,isantos@souza.br,28,2001-06-16,344872.0,,False,061848de-5667-41f9-ba8e-c2774071e833
Igor Da Rocha,vmoura@hotmail.com,,1958-01-13,47917.0,,False,6b0d9f27-1fcb-40b5-96d6-bafbf25dc2ba
Davi Luiz Pereira,caue51@da.br,57,,172.95,427-Y,False,812eb817-e958-47ec-b268-e22fc83c375f
Clara Da Mata,teixeiraotavio@farias.br,,,35917.0,633,True,575a32a9-f15f-4492-903e-85812189bf71
Lucas Gabriel Jesus,gabrielteixeira@bol.com.br,,1997-01-22,1161.0,773-M,True,afb2930e-8ef8-4a5f-a386-66c3cef489f3
Maria Vitória Da Rocha,luanada-cunha@gmail.com,,1990-06-28,57386.0,,False,0c605679-a125-4074-824e-2961b42f75f6
Fernanda Nogueira,"E-mail ""email_invalido@.com"" inválido",,,565457.0,515-J,False,2ec94445-a1bc-4d23-9cc3-95f4957cda4c
Maria Julia Almeida,"E-mail ""email_invalido@.com"" inválido",,2011-06-07,392.44,223,False,29c1db64-2d38-4eff-9090-2195535c6078
Nicolas Costela,maria-sophia20@uol.com.br,,,14204.0,,False,469b2941-995d-4b3a-a670-8fc29d4f50b8
Isadora Novaes,thales54@da.com,,1938-07-02,435321.0,472,False,043e98fe-2583-4325-87f6-50fb4f20e139
Evelyn Oliveira,gabrielabarros@uol.com.br,,1951-10-06,60787.0,705-K,False,ec4a920d-86f7-44fa-a3ed-7caa938598e0
Pedro Miguel Monteiro,lucas89@yahoo.com.br,,1962-01-16,46884.0,,True,f8c10b03-caf0-41f3-b346-2fe507782d5f
Giovanna Azevedo,"E-mail ""email_invalido@.com"" inválido",,2000-12-19,75379.0,908-A,,09c839bb-71a9-45f3-b2ca-5124a3f9516f
Rodrigo Novaes,elisa54@rezende.com,,,773117.0,,True,f98ab8ad-f3a0-442e-ae95-78fab4a64a00
Maria Vitória Da Conceição,alice66@da.com,27,2008-08-25,1763.0,453,False,5ed9c1b6-ac7b-4b0a-a7f3-5a13b6676e1f
Luana Fernandes,sda-cunha@farias.net,18,,76434.0,303-U,,2286b943-47fb-4530-ab48-5f9c36bad234
Kamilly Campos,rafaela31@cavalcanti.br,,,908512.0,,True,863c95dd-8c84-4956-a6da-0ad9adafe706
Stella Pereira,"E-mail ""email_invalido@.com"" inválido",,,758913.0,,False,567933f9-d9b4-41fa-9ae5-571f95fae88b
Rafaela Moura,isabellanogueira@ig.com.br,,1938-11-12,840.21,928-H,True,927e8a32-1bdf-4b76-a1f2-f96b53bdc577
Vitor Da Conceição,isadorafernandes@hotmail.com,,1945-05-21,943272.0,,True,bd513139-f73c-4c82-8421-963beed3f182
Vitor Hugo Campos,novaesaugusto@hotmail.com,59,1995-07-18,58196.0,,True,1231d4a0-6367-48b8-beb1-6538bcce26a2
Ana Sophia Peixoto,diogoda-costa@yahoo.com.br,,,32344.0,536-G,False,9e89ba77-4488-47ec-a2d6-76c54f54e5b4
Ana Monteiro,cavalcantibernardo@hotmail.com,,1959-07-23,713117.0,,True,12653b29-c69f-4df3-9af6-013d54cf7262
Evelyn Cardoso,rcostela@aragao.br,32,2005-02-01,54894.0,891,True,2b519ccd-aaf0-4a40-9c91-b520d5d49a0a
Isaac Mendes,stephanyalmeida@ig.com.br,,1999-06-17,353195.0,542-T,False,31579a72-aea0-42c1-9550-ef75f30db12d
Joaquim Silveira,omoreira@jesus.br,,1948-02-18,244.95,,True,a25aea27-2fb0-45f5-896f-4a85ff86ab36
Luana Nunes,sophie24@cavalcanti.org,,1961-06-29,949648.0,,,92229301-761b-4139-9e2f-2f373a04c001
Pedro Lucas Nascimento,"E-mail ""email_invalido@.com"" inválido",49,,95315.0,337,True,e84270f8-2664-4673-971f-436e6e1ec22f
Milena Da Cunha,ppereira@yahoo.com.br,,1947-11-03,9960.0,935-B,False,c7bf56b7-3111-468b-893c-52b57cae870b
Bryan Silva,maria-fernandada-rocha@gmail.com,49,2013-07-12,805.6,,False,989fef94-fb85-41f8-9f83-25c14b2eea11
Luna Cardoso,gabriellymoura@ig.com.br,,2010-03-04,6943.0,,False,81a12152-f92b-4b02-b703-34b1c0e77e91
Cecília Farias,rochaemanuel@uol.com.br,50,,309033.0,322-K,False,8e69c11c-5775-444d-bff1-1ab9c5a80687
Alícia Ferreira,pnovaes@vieira.com,,1985-02-09,813.74,451-M,False,46fa95fb-8d31-4e9e-9e0d-53892d96c036
Maria Vitória Moraes,emanuella36@yahoo.com.br,,1998-07-07,2045.0,779-C,True,10f4967c-92a2-4c58-92fe-bf06ed87b85f
Maria Vitória Barbosa,"E-mail ""email_invalido@.com"" inválido",,1954-12-28,168.85,,True,da862f78-2dbb-4b69-a3d5-5114f233b53e
Luiz Henrique Da Paz,nicolasvieira@yahoo.com.br,,1970-07-19,579.47,554,True,b32d62f3-a063-4682-8865-49825b8f62ec
Lorena Sales,da-conceicaodiogo@bol.com.br,,1975-02-12,167.13,,False,3d675897-2edd-4a9d-b31d-25cfebf1c57b
João Barros,alvesisaac@hotmail.com,48,2012-10-17,31823.0,132-C,False,574c0bf4-9ffb-49d4-934a-e4b5a4f34e98
Daniela Sales,cardosodavi@porto.com,69,1998-06-15,615.74,,True,bd6ac891-e457-4683-8e8a-ef8c441be793
Sabrina Cavalcanti,nascimentobernardo@yahoo.com.br,55,1990-08-10,25805.0,442,,39378420-c02e-4cc2-8955-63708dde6bb0
Anthony Gonçalves,portoisabelly@da.com,,1994-03-02,66447.0,,False,20069fb7-98e4-4cce-8257-84efd3764ed1
Davi Duarte,limaguilherme@costa.org,,2016-08-04,97563.0,,False,e80fdc3c-a20c-40cc-bf9d-809d590c11fa
Mirella Moura,mfernandes@yahoo.com.br,51,1999-10-16,22.67,418-H,True,bc3b41a6-cd11-47ef-aad2-e87322b844e8
Otávio Aragão,sofia77@uol.com.br,,1985-02-17,987383.0,,False,dc7aaf17-a796-4f7e-a799-52e41c48d7eb
Gustavo Cardoso,"E-mail ""email_invalido@.com"" inválido",,1985-03-28,279082.0,,False,7fe61d73-d959-4397-972e-710861d56373
Juliana Gonçalves,evieira@ig.com.br,,1944-09-28,1796.0,,True,e03e8218-454e-45d2-9282-bfd081d6e68e
Maria Da Cunha,da-pazbreno@ig.com.br,,1996-12-30,10953.0,,,964f8fcb-7a41-456c-a1f5-34c8b38ceba4
Davi Lucas Silva,"E-mail ""email_invalido@.com"" inválido",51,2002-03-01,139871.0,,True,53dceb55-877a-4d61-8b8f-53235177c428
Lucas Farias,esther24@uol.com.br,,1966-01-18,335.65,819,False,0229bc75-c86c-4149-b199-1627e456eca3
Lívia Ribeiro,ebarros@sales.com,49,,69373.0,388-V,False,6351ab1c-f576-4984-82b7-4b34caeb0deb
Lucas Gabriel Lopes,ana30@cardoso.com,,1971-05-20,27966.0,855-S,True,bbf1ab48-6497-4fdb-a9a2-c59b87c59e72
Joana Da Rosa,giovanna07@fernandes.com,,,941.27,635,False,780930db-32b7-4891-8982-d392594f289c
Alícia Almeida,sofia29@da.br,,1995-01-20,697775.0,528,True,a2663236-ed25-46e0-9403-3bc00be24fea
Thomas Fernandes,gda-costa@hotmail.com,,,27652.0,613-L,True,fda872c7-0c28-4937-a671-c1a60fafbe7f
Lucas Moura,xsales@uol.com.br,30,,707868.0,,,1d49e581-333c-4796-b08f-faa8707fe465
Davi Lucca Melo,bmonteiro@viana.br,27,1956-05-14,575482.0,714-H,True,8113832e-3e8c-4b2a-aef2-877fe0c4e6c6
Vitor Gabriel Castro,ana-luiza58@ig.com.br,,1962-08-17,82885.0,,,f87878d4-da0b-4f68-a48c-d15d19982879
Sabrina Ramos,emanuelly80@bol.com.br,,,244.85,,True,a1c7cdbb-6809-4986-984b-c54e1e4bc177
Luiz Miguel Da Luz,fda-mota@fogaca.com,61,1963-11-05,11667.0,539-Y,True,76dccf29-dd6e-4f83-9b23-5aaaaf5f057d
Igor Moreira,smelo@hotmail.com,,,520.87,,True,f8dd2d8b-47b5-40c7-8bc5-c2246d3523cb
Eduardo Silva,ana-vitoriacastro@hotmail.com,,1977-12-14,741.26,,True,f68ded41-d151-46cc-abf0-9a5ef26075e9
Luiz Gustavo Sales,kazevedo@uol.com.br,,1969-02-03,74276.0,,False,8cc0bf03-8541-44da-8967-216fb32d83b8
Lorena Rezende,joao-felipe92@dias.com,29,1961-12-15,702276.0,378-T,True,aa665c61-2b22-4e93-ba12-59759d4881e6
João Lucas Da Rosa,santosvitor@uol.com.br,,1937-10-02,43477.0,,True,54837830-c7b3-4bc0-a5cd-7c7723d8b6c5
Maria Sophia Da Conceição,castrosamuel@ig.com.br,,1971-02-01,77584.0,619-B,True,94fb1f0e-cdd4-4937-b4f3-b746b8175f40
Pedro Miguel Da Luz,bruna51@rocha.br,,,9859.0,671,True,b8ddad13-4048-42b2-b601-d60787e86d4a
Levi Rodrigues,araujolevi@da.org,,1978-07-14,303622.0,512,True,20d6e172-be8b-4fc1-a405-c5becbd507ff
Julia Carvalho,ceciliateixeira@pinto.net,,,96335.0,,True,dcab38d7-8194-4d43-b89c-4267736a2fb8
Pietra Cardoso,lorena32@alves.com,,,587.7,739-G,True,4fc6eadb-5560-4378-9614-a8a3423e64a0
Letícia Pinto,camposcamila@almeida.net,55,2012-12-16,982.15,,False,0d4ae989-abe9-4be9-bae0-6e98e808094d
Larissa Da Cruz,"E-mail ""email_invalido@.com"" inválido",34,2018-07-03,3768.0,981-T,True,1700c444-4841-4819-ac29-065d75c5892b
Otávio Correia,meloemilly@yahoo.com.br,31,1960-06-21,429044.0,,True,af61817a-eb7b-4028-9ec0-78cbfd3bd84c
Lorenzo Da Conceição,enrico88@ig.com.br,,1981-12-28,45556.0,,False,f645ce84-01e4-41c2-b4cb-f361efcda64d
Calebe Oliveira,hda-luz@cavalcanti.com,67,,999.39,,True,b45b7dcb-51ae-4af9-9db4-054060e5cbe2
Thiago Oliveira,costadaniela@cardoso.com,31,1967-09-21,677045.0,815,False,71a74b12-57a9-49d2-8c29-e59f8b4b302c
Henrique Sales,"E-mail ""email_invalido@.com"" inválido",,1979-03-07,619977.0,534-J,False,95deab41-e9db-4c87-a61b-425076247b3a
Maria Clara Gonçalves,kaiquemoura@hotmail.com,20,1937-09-05,72618.0,,False,3b1e1854-a9d3-4605-82b3-a1e5026ec40c
Camila Aragão,esilva@bol.com.br,,2004-03-09,749.5,441-P,True,4a2ff478-8cf4-4df0-9a4a-f8b52bd84b4d
Luigi Da Paz,lfernandes@moreira.net,,,413.3,,False,6ace80d4-6328-46cc-bb11-70a084097250
Bárbara Oliveira,juanmoreira@bol.com.br,,1978-11-25,877196.0,,True,a78bdb24-45a0-4223-b90e-4a9cb8b88f30
Davi Lucca Santos,"E-mail ""email_invalido@.com"" inválido",,1994-09-24,887474.0,323,,a90c0714-b8d1-4110-a590-0efb2f6e224a
Bruna Carvalho,goncalvescalebe@yahoo.com.br,,1975-05-01,802.87,,True,8d92843a-9b02-45e7-ad78-80291ba62cbd
Agatha Fogaça,vitor-hugopeixoto@azevedo.br,,1973-07-03,79393.0,647,True,eaf338a7-092b-4153-b991-a6153a5b2109
Luiz Otávio Peixoto,vitor-gabrielcunha@bol.com.br,59,2006-02-28,86455.0,115,False,c7ac394b-5c47-45e9-94be-63f7c608e10b
João Miguel Da Rocha,joaquimda-conceicao@hotmail.com,,1992-02-09,662261.0,272-V,True,095a6948-44d9-4295-9c92-9bb88c947b51
Vinicius Melo,jesuscalebe@mendes.com,27,,272749.0,884-E,False,26fe16df-6010-41ca-b906-1b0dae5f7391
João Vitor Silva,davi12@caldeira.com,60,1956-04-17,9897.0,633,False,4311afbc-1333-4978-ad74-fd121e182801
Samuel Moreira,marianamoreira@barros.com,47,1949-06-23,371726.0,,True,b532fdb9-1da2-4e6c-9fed-f2b170bc4792
Nina Teixeira,gabrielly62@hotmail.com,,,14176.0,428,True,43cecdab-81e1-42eb-8610-52ae66bfeb45
Diogo Cavalcanti,alexandreribeiro@sales.com,,1967-04-09,831849.0,906-Q,False,c365d376-4981-4898-ac24-972fa1eaeead
Letícia Novaes,fbarbosa@lima.com,,1978-07-15,924099.0,311-L,,e9499de7-f823-4193-b0c2-ca310429bef8
Paulo Melo,rodrigo10@bol.com.br,64,1981-10-07,93831.0,947,False,484253e6-42a7-49ad-9d7d-19812103aba2
Letícia Cunha,luiz-gustavo75@caldeira.com,,1978-04-10,253.8,,False,cb725d59-1aaa-4f57-a6b2-fb391353370a
Alexia Sales,bianca73@uol.com.br,68,1941-02-09,3304.0,207-T,True,e42fb020-1b52-4786-8749-0d70537fd9e7
Cauã Caldeira,nogueiranina@ferreira.com,,1993-07-28,82986.0,,True,da5b055a-0d26-4381-83d8-f45c502dbef1
Giovanna Monteiro,raulmonteiro@jesus.com,38,,384175.0,,True,ee55a01c-3fba-423e-b0c1-fd4dfca5979a
André Ribeiro,nathan50@bol.com.br,23,1987-01-24,96214.0,,,a6771597-0780-4e54-8669-cc3cffc0a4b2
Maria Campos,fmartins@costela.org,,2002-12-07,854.73,,True,13f5b731-4d77-40d5-a588-3bc55d14f73d
Maria Araújo,"E-mail ""email_invalido@.com"" inválido",,1996-12-24,94213.0,,True,2ef59ee7-ee1e-4860-9734-f69c2a9287a1
Ana Júlia Cavalcanti,"E-mail ""email_invalido@.com"" inválido",,2014-10-25,83081.0,348,True,9442cebe-47b5-421e-91ed-9e34e11a7cab
Luiz Henrique Moraes,manuelaalves@farias.br,,1967-03-21,9357.0,708,True,2f6d959b-2878-49e9-86cd-41616ec3ea0e
Sarah Lopes,sophia07@yahoo.com.br,,,47548.0,,True,4dcf3712-45eb-41ae-b542-ddfed6008e65
Sophie Caldeira,azevedostella@da.br,,1999-10-27,17049.0,672-C,False,c67fb6ee-6b40-410a-8dfb-c86379d54a05
Joana Da Conceição,"E-mail ""email_invalido@.com"" inválido",,,606.89,,True,0fd1ee04-cde7-4710-bc63-985b17a136a5
Juliana Fogaça,joao-felipeoliveira@ig.com.br,,1942-01-09,69876.0,,False,0d9740e5-d5df-468d-b523-f68afdfac7a3
Stella Da Costa,glopes@moraes.br,,2014-09-12,35186.0,,,9f7b5a20-b29a-4107-a04d-6bc6f8c2b7d3
Sofia Moreira,leticiagomes@teixeira.com,,2018-02-16,422874.0,156,False,9e751033-b9b5-4a10-a60c-6857665930bc
Otávio Caldeira,yazevedo@uol.com.br,36,2013-07-11,6931.0,779,True,7df3b5ba-5735-4448-8c0a-0af294e8d24d
Francisco Da Cruz,luiz-gustavo73@da.br,,2012-02-26,998.33,542,False,dba8e034-c8f8-4ad3-bee9-615814d96220
Luna Cavalcanti,"E-mail ""email_invalido@.com"" inválido",,1983-12-21,644181.0,,,0c75cf3b-06fb-466b-9547-7188eeef5b6b
Luiz Miguel Barbosa,wcunha@uol.com.br,,1964-06-24,43.2,,True,69af2b31-c7b9-4ef5-9a80-1f7aaf0083ee
Sofia Lima,melissa23@lima.br,,1971-11-26,544.8,,False,96a7ddbc-5012-4040-8d00-c3c25fa6697d
Luiz Felipe Alves,teixeiraleticia@azevedo.com,36,1982-02-27,238.15,531,True,02a8d44a-d214-4107-92eb-e37c15a6ec08
Francisco Barbosa,zda-rocha@santos.br,64,1935-02-27,61291.0,572,,1a3ac2da-b279-460f-949b-11262858705c
Samuel Souza,"E-mail ""email_invalido@.com"" inválido",,1945-12-14,524.65,,True,0a6ce724-049e-4c05-bb6d-510ccaa496dd
Laís Pinto,pintomaria-sophia@gmail.com,43,1956-02-10,7213.0,,False,231c9e21-b2f6-4da9-ac85-a6dbac6ed458
Ana Julia Porto,silveirafelipe@pinto.net,,1986-12-22,645.9,916,True,6908395d-a587-4f94-92ef-a876d66eecfd
Eloah Melo,araujovitoria@bol.com.br,62,,73722.0,,False,374e9147-b4d7-4a50-b43c-adc0fd753299
Alana Moreira,rafaelgoncalves@duarte.com,,2014-05-03,77666.0,508-B,True,a58dc8ba-4977-480b-911c-bddf32a5925b
Vitor Ribeiro,ana-julia06@porto.br,,1941-04-01,96484.0,448-D,True,02209715-c1e2-4862-a1b1-4b20bdc2e861
Vitória Fernandes,jesusbianca@martins.com,69,,308.29,294,True,21709ac2-0ff0-4e3d-bddc-b7fd34fb06b8
Danilo Da Rosa,"E-mail ""email_invalido@.com"" inválido",,1966-03-31,880.28,,True,563aeb0d-f3f1-4f8c-98f8-991bc7b019f7
Gabriel Da Luz,maria-alicenogueira@jesus.net,49,1981-03-15,5037.0,297-W,False,1cacf0f2-a8c1-4fac-ac90-534561b711ee
Maysa Jesus,araujolaura@cardoso.br,,1965-10-06,740.99,,False,a205ad79-5d2d-4623-9b70-fddf43744343
Fernando Porto,lorenzolopes@nascimento.com,,,549.99,180,False,fe8a2cae-a3ae-4dd8-93a9-7098bc8823a5
Ana Laura Novaes,carvalhojoao-miguel@oliveira.br,,1997-10-16,94685.0,,False,78549de6-e494-46b0-882f-a649cead2acb
Nicole Costa,souzanina@yahoo.com.br,,,717.23,989,True,f4d80448-4b92-4310-bf52-5a066db864bc
Kaique Gonçalves,stellada-paz@farias.org,,,89657.0,404-G,False,5827d7bc-03f4-4282-b15c-0af710ca6a62
Clara Peixoto,juliateixeira@gmail.com,52,,382.6,,True,37bfa27d-f27a-4d4b-a100-5b008f9d72e6
Maria Alice Vieira,calebe53@ig.com.br,40,1982-07-19,333.14,909,False,1f10d08e-b574-436f-89ea-40a1e0fad223
Thomas Farias,benicioalmeida@gmail.com,,1980-01-12,923923.0,364-Q,False,c4478145-fc75-4c3b-b37c-d790809f49dd
Leandro Pinto,fernandacorreia@araujo.br,27,2006-12-02,78361.0,,True,22d89165-b81e-4867-8adb-40d47934a89b
Nicole Da Conceição,tbarros@azevedo.br,,1946-07-18,23251.0,140-U,True,ca6df2c8-fe5d-42fb-9811-b0a6ad94a32c
Enrico Caldeira,almeidastella@da.com,,1977-10-14,425952.0,,True,6701616b-ecb2-4de6-9229-189dd12fc4bf
Ana Ferreira,heitor45@yahoo.com.br,,1968-07-20,787126.0,961,,63b89631-4483-413f-99d1-ccb595d3054a
Henrique Silveira,"E-mail ""email_invalido@.com"" inválido",,,905.91,,True,fe5fe05c-f481-4776-b68e-0ae5313f1aa5
João Pedro Santos,maria-clarapeixoto@moraes.br,,1957-01-29,469234.0,,False,2f0aefcc-85ae-4419-a383-c58a90d2afdc
Bruno Da Cruz,vjesus@hotmail.com,,1982-06-03,44669.0,,True,18f4b3cf-ab6a-4bca-8a31-b1929aa8a58f
Maria Clara Da Luz,pereirajuan@uol.com.br,,,673742.0,,False,5e6eb6ca-891b-4891-83cd-a38517f4b270
Paulo Silveira,"E-mail ""email_invalido@.com"" inválido",32,,47.82,584,False,d44a38ab-e197-49fb-92af-833735b5ce65
Diego Da Cunha,esthercosta@da.br,,1939-04-06,753.41,,True,b35a327b-a530-4897-9f7d-fce9c0563647
Gabrielly Cardoso,cardosobianca@uol.com.br,,1986-05-17,580.86,741-F,True,a4b5e5f2-ef3e-422b-b39a-b107717c8951
Benjamin Vieira,felipemonteiro@yahoo.com.br,,,55956.0,,False,0bbaaae7-f234-4703-980d-c6b192559fa9
Vicente Freitas,carlos-eduardo02@ig.com.br,,1970-06-06,89777.0,486,True,a740d787-04fe-4f45-af5b-0be2f4e0fd73
Rodrigo Pinto,slima@bol.com.br,,1988-10-28,332351.0,,,360a12ff-2c8b-480f-a873-b80ee69fa179
João Guilherme Alves,da-cruzlara@moura.br,,1993-01-18,73693.0,713,False,e206ce4a-bbe4-4dfb-8888-f5db5009e0be
Vitor Gabriel Da Costa,castrothomas@novaes.com,,2022-12-08,210.17,,True,81a1612b-ebfd-4a7f-b671-6ec129ee5b4b
Marcos Vinicius Cavalcanti,da-cunhafernando@nogueira.org,43,1956-07-08,335778.0,101-Z,False,26df8857-e1e8-416c-80a3-f546d40edffb
Joana Rocha,bryanteixeira@cunha.com,64,1970-12-17,462.4,,,0337f652-b4b9-433c-ba2b-49b8b12c0237
Luigi Da Costa,pietro20@gmail.com,,1956-02-22,656.35,744,False,c222deff-172f-4ff6-913c-625e72ae1c63
Otávio Peixoto,ramosana-luiza@hotmail.com,,2006-10-14,608.21,,False,09b81c45-83cd-4880-8c99-c2fbc957de1d
Alice Carvalho,"E-mail ""email_invalido@.com"" inválido",34,,670724.0,,False,9aa39ba6-9eec-4e53-96a8-42adca07ec27
Letícia Barros,manuela59@gmail.com,,,988.7,953,True,88909c89-afa4-4773-995e-c85637ffbd6c
Thomas Araújo,pereiraluiz-henrique@yahoo.com.br,,1987-09-10,79659.0,619-V,True,13c47bc8-3521-43b5-a399-718ce8e9ebcb
Beatriz Lima,zda-cruz@ramos.br,57,1959-08-17,640.81,520-S,True,e65c384d-9cde-4f39-af20-ee009a8d9f1f
Alana Pereira,"E-mail ""email_invalido@.com"" inválido",,1998-05-19,980444.0,,False,c3ca568d-869d-474a-b378-30a31d6b47bd
João Vitor Da Luz,teixeirajuliana@sales.br,,2006-04-28,544.36,,True,70579d96-8a36-4c21-806e-1bb3fd6afada
Benjamin Carvalho,da-paznicolas@bol.com.br,39,2012-01-23,2343.0,,False,e98adfd5-bcd2-4282-8a3d-95c9c98ae067
Paulo Farias,emillyda-rocha@uol.com.br,39,1948-10-28,522714.0,597,False,b61311ba-15fa-4252-b8b6-0e4dae11eaff
Thales Correia,bernardo22@gmail.com,,,475246.0,,True,c9cbc749-5603-4c94-acef-0d32ad9a903a
Igor Vieira,jrocha@lima.com,,1991-04-20,2323.0,183-B,True,5ee4d738-e2b4-4c41-b8e5-b07649385f1c
Lavínia Pinto,maria-luizabarbosa@costela.com,,1983-11-18,669657.0,380,True,786ae70a-7811-43cc-8595-fba3be14d6d8
Júlia Jesus,wmonteiro@silveira.br,,1959-06-25,320.41,,True,0072d238-9bd6-4781-9565-fd71ef2d53fd
Isabella Barros,ana-juliaoliveira@da.br,,1981-02-18,11634.0,,,4519c268-3b0a-4b00-bd3d-df13085bec0c
Diogo Da Costa,lorena00@cavalcanti.com,65,,174.0,225,False,29d4a594-4109-46f7-980f-b81757eb595f
Pedro Castro,xda-costa@gmail.com,,1997-02-20,408.37,938-J,True,ffa7736c-5eba-4025-abe6-465dba7b4332
Luiz Miguel Da Mata,"E-mail ""email_invalido@.com"" inválido",64,1966-09-03,950756.0,,True,6e8f47dd-b099-4f3e-a41f-03e3da3c26fd
Rebeca Monteiro,julia30@da.br,,1999-12-03,549.43,605-K,False,332e2c78-d934-4b1c-9869-2d9dc0daf2f6
Rodrigo Dias,luiz-gustavolopes@castro.com,34,2015-08-18,20158.0,128,True,1a264c23-dada-44e5-8220-4d18d96f8543
Pedro Lucas Da Costa,arthur82@bol.com.br,,,425281.0,322-K,True,6f4d198a-f5c7-41ba-86e6-07c9239f86fe
Enrico Rodrigues,stephanynascimento@uol.com.br,57,1980-02-16,155889.0,349-H,False,910a49c7-0a75-4604-980a-776e92c05950
Luiz Henrique Novaes,"E-mail ""email_invalido@.com"" inválido",,,138.52,,True,8439bdb2-8b9c-472a-8758-af1d18b7b714
Maria Cecília Silveira,luiz-felipelopes@almeida.com,,2006-03-27,884933.0,,,f950c335-e1b8-47fb-9c6a-3331aa82e259
Agatha Ferreira,gabriel67@souza.br,,1996-06-02,388143.0,,False,a37f7785-d9f3-43f9-8ec8-b37183ab19fe
