nome_cliente,email,idade,data_compra,valor_compra,produto_id,ativo
lucca duarte,amanda18@santos.com,69,31-02-2023,3857.87,null,1
LUIZ MIGUEL PEIXOTO,rcastro@gomes.br,,1985/02/12,2700.6,null,no
Dra. Lívia Souza,joao-gabriel69@yahoo.com.br,,2004/11/11,7083.6,null,
pedro miguel da mata,mirellacunha@hotmail.com,,31-02-2023,"443,35",,0
brenda jesus,raul25@ferreira.net,35,1953/03/04,7096.42,,no
Emanuel Fogaça,milenada-rocha@silva.com,,1972-07-29,R$ 159.75,null,1
Clara Jesus,pireskevin@almeida.br,45,1952/12/16,7430.1,600-A,0
Cauê Nunes,ana-claracardoso@ferreira.org,,31-02-2023,7346.42,948-I,
SOPHIA NOGUEIRA,da-matagustavo@hotmail.com,,31-02-2023,R$ 987.94,null,1
joão lucas martins,natalia82@yahoo.com.br,58,1941/03/06,"31,89",872-W,yes
BRYAN CARVALHO,gmartins@gmail.com,,1982/01/29,R$ 681.24,,sim
Alexandre Martins,fduarte@costela.com,,31-02-2023,R$ 686.3,,yes
Dra. Mariana Da Cruz,bnovaes@gmail.com,58,31-02-2023,3199.64,678,0
Dr. Alexandre Lopes,nsantos@yahoo.com.br,,05/05/1968,593.75,,1
Thomas Nunes,email_invalido@.com,,1989-04-30,"67,1",847,1
Marina Campos,email_invalido@.com,,1996-03-08,4038.59,313,1
nina cavalcanti,olivia86@bol.com.br,,1954/03/06,"594,11",null,1
João Felipe da Paz,catarinafogaca@bol.com.br,,1980/09/06,R$ 833.11,null,sim
SRTA. AMANDA ALMEIDA,emanuelly22@bol.com.br,,02/08/1934,R$ 691.4,null,0
ANTHONY SOUZA,juan25@da.com,,28/08/1980,"874,92",680-I,não
Srta. Maria Sophia Duarte,yuricardoso@novaes.org,,20/03/1937,R$ 897.96,,não
isabel oliveira,email_invalido@.com,,1979-08-05,4183.7,248-E,true
Rafaela Da Costa,pietra20@ribeiro.org,53,1999/01/03,R$ 422.54,null,false
Raul Aragão,joaquimnascimento@peixoto.br,,1994-10-28,"800,27",,true
MANUELA DA COSTA,raquel93@alves.br,,16/02/1999,R$ 136.19,135,no
ENRICO SALES,yago91@jesus.br,,1977/06/21,R$ 322.93,,true
MAYSA DA COSTA,mourathales@monteiro.com,31,21/06/1986,8922.48,138-C,true
SR. THIAGO CAVALCANTI,martinsfernanda@uol.com.br,,27/12/1974,8743.74,null,yes
MAYSA NOGUEIRA,isabelly37@da.com,,25/04/1995,"596,65",420-I,no
CLARA CARDOSO,davi-lucas08@ig.com.br,,1986/02/25,199.58,551-O,1
Bryan Monteiro,vicenteda-conceicao@gmail.com,30,08/03/2002,"842,91",444-J,false
ENRICO ALVES,emartins@gmail.com,53,25/05/1957,R$ 739.28,null,1
Eduarda Ribeiro,kevin58@gmail.com,,11/12/1977,R$ 409.96,773,no
AMANDA MORAES,alvesjuliana@ig.com.br,,1959/10/24,R$ 952.81,278,yes
Mariana Ferreira,augusto12@yahoo.com.br,,1949/04/12,"950,96",null,no
kamilly da cruz,email_invalido@.com,,18/12/1987,8485.6,399-Y,true
breno moraes,vitor-gabrieloliveira@uol.com.br,,2004/06/19,975.83,null,não
Sr. Vinicius Rezende,rocharafael@moraes.net,,31-02-2023,3468.18,,sim
noah rodrigues,erick39@yahoo.com.br,,1971-08-25,7148.37,null,true
rodrigo das neves,halmeida@nunes.br,,1934/12/04,"669,3",390-N,
Emilly Da Conceição,thiagofogaca@yahoo.com.br,,23/05/1968,7867.19,,no
Juan Moreira,jesusamanda@gmail.com,,01/06/2006,"932,15",,false
benjamin da mota,jramos@duarte.com,,1985/06/06,R$ 66.29,311-V,
lucas gabriel vieira,maria-eduardapereira@ig.com.br,,1948/05/26,R$ 531.39,322,1
Srta. Natália Rocha,alvesjoaquim@martins.com,,2005-07-05,3851.9,,true
nina cavalcanti,ana-luizada-cruz@ig.com.br,,2003-06-17,1885.38,null,yes
luiz otávio araújo,ksales@yahoo.com.br,22,2017-06-23,R$ 25.11,572-N,sim
daniela gonçalves,pbarros@uol.com.br,,1995/07/30,R$ 304.42,null,no
LORENZO PEIXOTO,email_invalido@.com,32,2004/04/18,6267.3,170-F,sim
Ana Vitória Cavalcanti,leticianunes@hotmail.com,,2000-04-28,"279,77",941-C,1
Thiago das Neves,salesmarcelo@yahoo.com.br,22,31-02-2023,2198.87,null,1
gustavo henrique barros,leticia08@yahoo.com.br,,31-02-2023,"928,21",500-J,sim
Guilherme Caldeira,isantos@da.br,,08/04/1997,"492,45",901-S,true
LARISSA DA MOTA,anavieira@da.br,65,31-02-2023,3301.34,,não
enrico da conceição,lucas93@hotmail.com,,1998-09-24,6838.77,,0
Yago da Cruz,sophie58@da.br,,12/12/1994,7371.29,null,false
manuela gonçalves,da-rochaleandro@nunes.br,,1947/06/05,"952,46",null,false
Agatha Da Rosa,da-costalorenzo@azevedo.br,,31-02-2023,3169.48,401,
LUIZ MIGUEL ROCHA,danielcunha@nogueira.br,25,2000-08-24,"189,27",null,no
Srta. Maria Eduarda Moraes,da-costanatalia@hotmail.com,,31-02-2023,3237.75,null,true
THALES SOUZA,ana-sophiacunha@ferreira.com,47,1971-08-10,"462,33",273-T,sim
bárbara cardoso,hcardoso@yahoo.com.br,,2010-11-04,R$ 148.71,865,true
Caroline Cardoso,email_invalido@.com,,1989-03-09,5500.55,102-R,no
Bárbara da Rosa,ddas-neves@lopes.br,,2010-02-24,"41,17",151,false
sr. benjamin das neves,fernandeshelena@bol.com.br,,02/09/1969,"351,7",null,sim
Carolina Caldeira,barbosapedro-lucas@uol.com.br,,2024-06-17,"139,87",806-I,false
Ana Lívia Rezende,email_invalido@.com,,1943/02/13,7730.72,null,sim
luana araújo,mmendes@bol.com.br,63,1963/08/21,1582.39,270,1
NINA CARVALHO,valves@mendes.com,,26/06/1991,7867.32,null,true
dra. luana vieira,raulpinto@yahoo.com.br,,1981/12/12,R$ 989.29,null,no
HEITOR MELO,diego77@ig.com.br,,2019-01-20,"953,48",412-L,yes
Lívia Pinto,vitor-hugojesus@sales.com,,2006-12-06,"139,30",462,
pietro cardoso,vitor-gabriel50@silva.com,,1962/08/09,7816.9,541-P,no
Emanuelly Aragão,email_invalido@.com,60,20/05/1977,9159.1,385,
Guilherme Gonçalves,unovaes@ig.com.br,,1985/07/13,"418,93",null,1
thales das neves,garaujo@ig.com.br,,2023-06-19,R$ 767.13,930,1
Levi Santos,nascimentoelisa@yahoo.com.br,46,31-02-2023,"284,80",,yes
Theo Souza,qaraujo@ferreira.com,34,1989/05/22,"737,81",,sim
João Guilherme Monteiro,silveiravinicius@ig.com.br,,31-02-2023,"751,83",null,sim
sr. lorenzo pires,email_invalido@.com,,1991-05-04,"985,99",409-V,no
Yuri Pires,cunhatheo@cunha.com,,04/01/1951,"761,80",199,0
Sra. Cecília Correia,ramosfelipe@uol.com.br,,11/12/1968,R$ 618.7,,1
Dr. Danilo Lima,email_invalido@.com,64,1985-09-20,5792.24,805,sim
Luiz Otávio Farias,scosta@ig.com.br,,1976/08/14,"115,49",195-N,sim
lavínia lima,tda-mota@ramos.com,,1975/07/27,"816,46",755,1
Dr. Bruno Martins,augustocastro@gmail.com,,1970-10-15,6846.4,,
Elisa Rocha,danielacavalcanti@uol.com.br,26,20/06/1946,5136.28,998-L,true
LUNA ALVES,leandro92@uol.com.br,,1997-12-19,3575.42,,
gustavo da mota,oaraujo@viana.br,,31-02-2023,R$ 126.15,null,true
Evelyn Peixoto,kaique52@gmail.com,23,2002/12/20,R$ 474.8,527-E,yes
Nicolas Campos,gabriel69@hotmail.com,65,2017-02-21,R$ 39.6,,no
DRA. MARIA ALICE FERREIRA,pereirapietra@jesus.net,65,16/10/1945,"287,30",null,não
Leandro da Conceição,email_invalido@.com,,1987-05-01,R$ 843.84,287-A,true
maria sophia lopes,email_invalido@.com,,31-02-2023,"525,91",,0
PAULO ALVES,eduarte@dias.com,49,31-02-2023,R$ 111.14,,no
raquel pires,wlima@martins.br,,1996/03/27,R$ 896.88,,0
MIRELLA DA ROSA,noahribeiro@ig.com.br,,1956/08/25,R$ 540.56,,1
Isabella Azevedo,peixotocaroline@gmail.com,30,14/04/1952,R$ 870.71,null,
DAVI DA LUZ,eduardoda-conceicao@cardoso.br,,31-02-2023,R$ 510.2,null,false
Eduarda Caldeira,jjesus@yahoo.com.br,,1970/01/14,2354.92,null,sim
Pedro Lucas Nascimento,antonio41@gmail.com,,24/09/1953,"34,47",null,0
Luna Azevedo,viniciuspereira@yahoo.com.br,,2020-02-19,R$ 921.18,,0
Srta. Eloah Novaes,barrosmiguel@da.br,,1939/11/02,"322,91",868-L,
DR. VINICIUS OLIVEIRA,mariane01@ig.com.br,,2015-01-31,R$ 29.1,915-C,sim
isadora nunes,heloisa44@yahoo.com.br,70,04/02/1967,R$ 641.81,784,false
BERNARDO CASTRO,pnogueira@fogaca.org,,1989-03-25,R$ 771.61,null,no
joão vitor oliveira,oliviaramos@barros.com,61,23/02/1963,R$ 266.31,854,false
maria sophia costa,marceloviana@barbosa.com,,2009-02-14,"586,59",755-T,1
BRUNO CARVALHO,vianamaria-sophia@da.com,,30/11/1952,R$ 781.48,333,no
Rodrigo Azevedo,rochamarcela@uol.com.br,,1935/04/14,R$ 365.42,,false
isaac ferreira,gda-rosa@goncalves.net,61,1994-09-29,"314,28",,
thiago pires,mariane59@lopes.br,,31-02-2023,"61,19",null,yes
ana vitória da cruz,grodrigues@bol.com.br,62,2021-03-15,"447,2",842,0
Ana Clara Da Paz,joaquim24@da.br,,31-02-2023,"548,99",,0
Dr. Vitor Araújo,gabrielada-mata@moreira.com,,31-02-2023,R$ 740.5,null,0
Davi Da Costa,email_invalido@.com,,31-02-2023,"226,58",null,
Heloísa Mendes,email_invalido@.com,,1994/10/28,"749,1",896,0
Cauê Ferreira,clariceda-paz@lopes.com,66,23/06/1941,R$ 333.25,483-E,true
srta. stephany das neves,vda-conceicao@cunha.org,,2014-04-02,R$ 219.98,412,false
GUSTAVO PEREIRA,novaesenzo@gmail.com,,2005/07/11,R$ 324.45,null,não
LUIZ OTÁVIO CAVALCANTI,luiz-gustavosales@bol.com.br,,31-02-2023,"271,52",null,no
BÁRBARA CUNHA,camilapereira@lopes.com,51,31/07/1981,R$ 156.36,866,no
Leonardo Freitas,email_invalido@.com,,1968/03/31,9750.2,847,true
SR. HENRIQUE SILVEIRA,isantos@souza.br,28,2001/06/16,3448.72,null,não
Dr. Igor Da Rocha,vmoura@hotmail.com,,13/01/1958,479.17,,0
davi luiz pereira,caue51@da.br,57,31-02-2023,"172,95",427-Y,false
Clara Da Mata,teixeiraotavio@farias.br,,31-02-2023,R$ 359.17,633,true
lucas gabriel jesus,gabrielteixeira@bol.com.br,,1997/01/22,R$ 11.61,773-M,yes
MARIA VITÓRIA DA ROCHA,luanada-cunha@gmail.com,,1990/06/28,R$ 573.86,,não
Fernanda Nogueira,email_invalido@.com,,31-02-2023,5654.57,515-J,0
MARIA JULIA ALMEIDA,email_invalido@.com,,2011-06-07,"392,44",223,false
NICOLAS COSTELA,maria-sophia20@uol.com.br,,31-02-2023,1420.4,,false
Isadora Novaes,thales54@da.com,,02/07/1938,4353.21,472,não
evelyn oliveira,gabrielabarros@uol.com.br,,1951/10/06,R$ 607.87,705-K,0
Pedro Miguel Monteiro,lucas89@yahoo.com.br,,16/01/1962,R$ 468.84,,yes
Sra. Giovanna Azevedo,email_invalido@.com,,2000/12/19,R$ 753.79,908-A,
Sr. Rodrigo Novaes,elisa54@rezende.com,,31-02-2023,7731.17,null,1
maria vitória da conceição,alice66@da.com,27,2008-08-25,176.3,453,no
Luana Fernandes,sda-cunha@farias.net,18,31-02-2023,764.34,303-U,
kamilly campos,rafaela31@cavalcanti.br,,31-02-2023,9085.12,,sim
STELLA PEREIRA,email_invalido@.com,,31-02-2023,7589.13,null,não
RAFAELA MOURA,isabellanogueira@ig.com.br,,1938/11/12,"840,21",928-H,true
Vitor Da Conceição,isadorafernandes@hotmail.com,,21/05/1945,9432.72,null,1
Vitor Hugo Campos,novaesaugusto@hotmail.com,59,18/07/1995,5819.6,null,sim
sra. ana sophia peixoto,diogoda-costa@yahoo.com.br,,31-02-2023,323.44,536-G,no
DRA. ANA MONTEIRO,cavalcantibernardo@hotmail.com,,23/07/1959,7131.17,,1
Evelyn Cardoso,rcostela@aragao.br,32,2005-02-01,R$ 548.94,891,1
ISAAC MENDES,stephanyalmeida@ig.com.br,,17/06/1999,3531.95,542-T,0
Joaquim Silveira,omoreira@jesus.br,,1948/02/18,"244,95",null,true
LUANA NUNES,sophie24@cavalcanti.org,,29/06/1961,9496.48,,
pedro lucas nascimento,email_invalido@.com,49,31-02-2023,R$ 953.15,337,true
MILENA DA CUNHA,ppereira@yahoo.com.br,,03/11/1947,R$ 996.0,935-B,false
Bryan Silva,maria-fernandada-rocha@gmail.com,49,2013-07-12,"805,60",null,0
Luna Cardoso,gabriellymoura@ig.com.br,,2010-03-04,R$ 69.43,null,não
cecília farias,rochaemanuel@uol.com.br,50,31-02-2023,3090.33,322-K,não
sra. alícia ferreira,pnovaes@vieira.com,,1985-02-09,"813,74",451-M,não
Srta. Maria Vitória Moraes,emanuella36@yahoo.com.br,,1998-07-07,R$ 204.5,779-C,sim
MARIA VITÓRIA BARBOSA,email_invalido@.com,,28/12/1954,"168,85",null,sim
luiz henrique da paz,nicolasvieira@yahoo.com.br,,19/07/1970,"579,47",554,yes
Lorena Sales,da-conceicaodiogo@bol.com.br,,1975-02-12,"167,13",,false
JOÃO BARROS,alvesisaac@hotmail.com,48,2012-10-17,R$ 318.23,132-C,false
Daniela Sales,cardosodavi@porto.com,69,1998/06/15,"615,74",null,1
SABRINA CAVALCANTI,nascimentobernardo@yahoo.com.br,55,10/08/1990,2580.5,442,
Anthony Gonçalves,portoisabelly@da.com,,1994/03/02,R$ 664.47,,0
Sr. Davi Duarte,limaguilherme@costa.org,,2016-08-04,975.63,null,0
mirella moura,mfernandes@yahoo.com.br,51,1999/10/16,"22,67",418-H,sim
otávio aragão,sofia77@uol.com.br,,1985/02/17,9873.83,,false
Gustavo Cardoso,email_invalido@.com,,28/03/1985,2790.82,,0
dra. juliana gonçalves,evieira@ig.com.br,,28/09/1944,R$ 179.6,null,sim
maria da cunha,da-pazbreno@ig.com.br,,1996-12-30,R$ 109.53,,
Davi Lucas Silva,email_invalido@.com,51,2002-03-01,1398.71,null,true
Lucas Farias,esther24@uol.com.br,,18/01/1966,"335,65",819,0
Lívia Ribeiro,ebarros@sales.com,49,31-02-2023,693.73,388-V,não
Lucas Gabriel Lopes,ana30@cardoso.com,,1971-05-20,R$ 279.66,855-S,1
joana da rosa,giovanna07@fernandes.com,,31-02-2023,"941,27",635,0
alícia almeida,sofia29@da.br,,20/01/1995,6977.75,528,1
Thomas Fernandes,gda-costa@hotmail.com,,31-02-2023,R$ 276.52,613-L,sim
Dr. Lucas Moura,xsales@uol.com.br,30,31-02-2023,7078.68,,
Davi Lucca Melo,bmonteiro@viana.br,27,14/05/1956,5754.82,714-H,true
VITOR GABRIEL CASTRO,ana-luiza58@ig.com.br,,17/08/1962,R$ 828.85,null,
Sabrina Ramos,emanuelly80@bol.com.br,,31-02-2023,"244,85",,sim
Luiz Miguel da Luz,fda-mota@fogaca.com,61,05/11/1963,R$ 116.67,539-Y,1
Igor Moreira,smelo@hotmail.com,,31-02-2023,"520,87",null,1
eduardo silva,ana-vitoriacastro@hotmail.com,,1977/12/14,"741,26",,sim
luiz gustavo sales,kazevedo@uol.com.br,,03/02/1969,R$ 742.76,null,false
Sra. Lorena Rezende,joao-felipe92@dias.com,29,1961/12/15,7022.76,378-T,yes
Dr. João Lucas da Rosa,santosvitor@uol.com.br,,02/10/1937,4347.7,null,1
maria sophia da conceição,castrosamuel@ig.com.br,,1971-02-01,R$ 775.84,619-B,1
Pedro Miguel Da Luz,bruna51@rocha.br,,31-02-2023,R$ 98.59,671,sim
Levi Rodrigues,araujolevi@da.org,,1978/07/14,3036.22,512,true
Julia Carvalho,ceciliateixeira@pinto.net,,31-02-2023,R$ 963.35,null,yes
pietra cardoso,lorena32@alves.com,,31-02-2023,"587,7",739-G,yes
Letícia Pinto,camposcamila@almeida.net,55,2012-12-16,"982,15",,false
Larissa Da Cruz,email_invalido@.com,34,2018-07-03,R$ 376.8,981-T,true
OTÁVIO CORREIA,meloemilly@yahoo.com.br,31,1960/06/21,4290.44,null,true
Lorenzo Da Conceição,enrico88@ig.com.br,,28/12/1981,R$ 455.56,null,não
Calebe Oliveira,hda-luz@cavalcanti.com,67,31-02-2023,"999,39",,sim
thiago oliveira,costadaniela@cardoso.com,31,1967/09/21,6770.45,815,false
sr. henrique sales,email_invalido@.com,,1979-03-07,6199.77,534-J,false
Maria Clara Gonçalves,kaiquemoura@hotmail.com,20,1937/09/05,R$ 726.18,null,no
Camila Aragão,esilva@bol.com.br,,2004-03-09,"749,5",441-P,1
Dr. Luigi Da Paz,lfernandes@moreira.net,,31-02-2023,"413,3",null,false
Bárbara Oliveira,juanmoreira@bol.com.br,,1978-11-25,8771.96,,yes
Davi Lucca Santos,email_invalido@.com,,24/09/1994,8874.74,323,
Bruna Carvalho,goncalvescalebe@yahoo.com.br,,1975/05/01,"802,87",,1
Agatha Fogaça,vitor-hugopeixoto@azevedo.br,,03/07/1973,R$ 793.93,647,true
LUIZ OTÁVIO PEIXOTO,vitor-gabrielcunha@bol.com.br,59,2006-02-28,8645.5,115,não
Sr. João Miguel da Rocha,joaquimda-conceicao@hotmail.com,,09/02/1992,6622.61,272-V,yes
Vinicius Melo,jesuscalebe@mendes.com,27,31-02-2023,2727.49,884-E,0
joão vitor silva,davi12@caldeira.com,60,17/04/1956,R$ 989.7,633,no
Samuel Moreira,marianamoreira@barros.com,47,23/06/1949,3717.26,,1
nina teixeira,gabrielly62@hotmail.com,,31-02-2023,R$ 141.76,428,true
diogo cavalcanti,alexandreribeiro@sales.com,,1967/04/09,8318.49,906-Q,no
LETÍCIA NOVAES,fbarbosa@lima.com,,1978-07-15,9240.99,311-L,
PAULO MELO,rodrigo10@bol.com.br,64,07/10/1981,R$ 938.31,947,no
Letícia Cunha,luiz-gustavo75@caldeira.com,,10/04/1978,"253,80",,0
alexia sales,bianca73@uol.com.br,68,09/02/1941,330.4,207-T,1
Cauã Caldeira,nogueiranina@ferreira.com,,1993/07/28,R$ 829.86,null,1
giovanna monteiro,raulmonteiro@jesus.com,38,31-02-2023,3841.75,,true
André Ribeiro,nathan50@bol.com.br,23,1987/01/24,R$ 962.14,null,
maria campos,fmartins@costela.org,,2002-12-07,"854,73",null,sim
Maria Araújo,email_invalido@.com,,1996/12/24,R$ 942.13,null,true
ana júlia cavalcanti,email_invalido@.com,,2014-10-25,R$ 830.81,348,true
Dr. Luiz Henrique Moraes,manuelaalves@farias.br,,21/03/1967,R$ 93.57,708,yes
Sarah Lopes,sophia07@yahoo.com.br,,31-02-2023,R$ 475.48,,sim
Sophie Caldeira,azevedostella@da.br,,1999-10-27,R$ 170.49,672-C,não
JOANA DA CONCEIÇÃO,email_invalido@.com,,31-02-2023,"606,89",,true
JULIANA FOGAÇA,joao-felipeoliveira@ig.com.br,,09/01/1942,R$ 698.76,,0
Stella da Costa,glopes@moraes.br,,2014-09-12,R$ 351.86,null,
Sofia Moreira,leticiagomes@teixeira.com,,2018-02-16,4228.74,156,0
otávio caldeira,yazevedo@uol.com.br,36,2013-07-11,R$ 693.1,779,true
Francisco Da Cruz,luiz-gustavo73@da.br,,2012-02-26,"998,33",542,0
LUNA CAVALCANTI,email_invalido@.com,,1983-12-21,6441.81,null,
luiz miguel barbosa,wcunha@uol.com.br,,24/06/1964,"43,20",null,sim
dra. sofia lima,melissa23@lima.br,,1971-11-26,"544,8",,no
LUIZ FELIPE ALVES,teixeiraleticia@azevedo.com,36,1982-02-27,"238,15",531,yes
Francisco Barbosa,zda-rocha@santos.br,64,27/02/1935,R$ 612.91,572,
samuel souza,email_invalido@.com,,1945/12/14,"524,65",null,sim
LAÍS PINTO,pintomaria-sophia@gmail.com,43,1956/02/10,R$ 721.3,,false
ana julia porto,silveirafelipe@pinto.net,,22/12/1986,"645,9",916,1
Eloah Melo,araujovitoria@bol.com.br,62,31-02-2023,R$ 737.22,,no
Alana Moreira,rafaelgoncalves@duarte.com,,2014-05-03,R$ 776.66,508-B,yes
vitor ribeiro,ana-julia06@porto.br,,01/04/1941,R$ 964.84,448-D,sim
Vitória Fernandes,jesusbianca@martins.com,69,31-02-2023,"308,29",294,1
DANILO DA ROSA,email_invalido@.com,,1966/03/31,"880,28",,1
Sr. Gabriel Da Luz,maria-alicenogueira@jesus.net,49,1981-03-15,R$ 503.7,297-W,não
Maysa Jesus,araujolaura@cardoso.br,,1965/10/06,"740,99",,no
Fernando Porto,lorenzolopes@nascimento.com,,31-02-2023,"549,99",180,false
Ana Laura Novaes,carvalhojoao-miguel@oliveira.br,,1997-10-16,R$ 946.85,null,0
nicole costa,souzanina@yahoo.com.br,,31-02-2023,"717,23",989,sim
KAIQUE GONÇALVES,stellada-paz@farias.org,,31-02-2023,R$ 896.57,404-G,no
CLARA PEIXOTO,juliateixeira@gmail.com,52,31-02-2023,"382,60",,yes
MARIA ALICE VIEIRA,calebe53@ig.com.br,40,1982-07-19,"333,14",909,no
Thomas Farias,benicioalmeida@gmail.com,,12/01/1980,9239.23,364-Q,0
leandro pinto,fernandacorreia@araujo.br,27,02/12/2006,R$ 783.61,,true
nicole da conceição,tbarros@azevedo.br,,1946/07/18,2325.1,140-U,1
Enrico Caldeira,almeidastella@da.com,,14/10/1977,4259.52,null,yes
Ana Ferreira,heitor45@yahoo.com.br,,20/07/1968,7871.26,961,
Henrique Silveira,email_invalido@.com,,31-02-2023,"905,91",null,1
Dr. João Pedro Santos,maria-clarapeixoto@moraes.br,,1957/01/29,4692.34,null,no
bruno da cruz,vjesus@hotmail.com,,1982/06/03,R$ 446.69,,1
sra. maria clara da luz,pereirajuan@uol.com.br,,31-02-2023,6737.42,null,no
Paulo Silveira,email_invalido@.com,32,31-02-2023,"47,82",584,não
DIEGO DA CUNHA,esthercosta@da.br,,1939/04/06,"753,41",null,yes
Gabrielly Cardoso,cardosobianca@uol.com.br,,1986-05-17,"580,86",741-F,yes
Sr. Benjamin Vieira,felipemonteiro@yahoo.com.br,,31-02-2023,5595.6,null,false
SR. VICENTE FREITAS,carlos-eduardo02@ig.com.br,,06/06/1970,897.77,486,yes
RODRIGO PINTO,slima@bol.com.br,,1988/10/28,3323.51,null,
João Guilherme Alves,da-cruzlara@moura.br,,1993-01-18,R$ 736.93,713,não
dr. vitor gabriel da costa,castrothomas@novaes.com,,2022-12-08,"210,17",null,true
marcos vinicius cavalcanti,da-cunhafernando@nogueira.org,43,1956/07/08,3357.78,101-Z,não
Joana Rocha,bryanteixeira@cunha.com,64,1970/12/17,"462,4",null,
DR. LUIGI DA COSTA,pietro20@gmail.com,,1956/02/22,"656,35",744,false
Otávio Peixoto,ramosana-luiza@hotmail.com,,2006-10-14,"608,21",,não
ALICE CARVALHO,email_invalido@.com,34,31-02-2023,6707.24,,não
Letícia Barros,manuela59@gmail.com,,31-02-2023,"988,7",953,1
sr. thomas araújo,pereiraluiz-henrique@yahoo.com.br,,10/09/1987,796.59,619-V,yes
Beatriz Lima,zda-cruz@ramos.br,57,17/08/1959,"640,81",520-S,true
alana pereira,email_invalido@.com,,19/05/1998,9804.44,,false
Sr. João Vitor da Luz,teixeirajuliana@sales.br,,2006-04-28,"544,36",null,1
Benjamin Carvalho,da-paznicolas@bol.com.br,39,2012-01-23,R$ 234.3,null,no
PAULO FARIAS,emillyda-rocha@uol.com.br,39,1948/10/28,5227.14,597,0
Dr. Thales Correia,bernardo22@gmail.com,,31-02-2023,4752.46,,yes
IGOR VIEIRA,jrocha@lima.com,,1991-04-20,R$ 23.23,183-B,sim
Lavínia Pinto,maria-luizabarbosa@costela.com,,1983/11/18,6696.57,380,true
júlia jesus,wmonteiro@silveira.br,,25/06/1959,"320,41",,sim
Isabella Barros,ana-juliaoliveira@da.br,,1981/02/18,116.34,,
Diogo Da Costa,lorena00@cavalcanti.com,65,31-02-2023,R$ 1.74,225,0
dr. pedro castro,xda-costa@gmail.com,,20/02/1997,"408,37",938-J,true
LUIZ MIGUEL DA MATA,email_invalido@.com,64,03/09/1966,9507.56,,true
Rebeca Monteiro,julia30@da.br,,1999-12-03,"549,43",605-K,0
Rodrigo Dias,luiz-gustavolopes@castro.com,34,2015-08-18,R$ 201.58,128,1
Pedro Lucas da Costa,arthur82@bol.com.br,,31-02-2023,4252.81,322-K,true
enrico rodrigues,stephanynascimento@uol.com.br,57,1980-02-16,1558.89,349-H,0
Luiz Henrique Novaes,email_invalido@.com,,31-02-2023,"138,52",,sim
Maria Cecília Silveira,luiz-felipelopes@almeida.com,,2006/03/27,8849.33,,
Agatha Ferreira,gabriel67@souza.br,,1996/06/02,3881.43,,0
stella vieira,opinto@yahoo.com.br,,16/09/2006,R$ 61.11,898,1
Sr. Lucca Costela,noahbarros@aragao.org,,02/04/1991,"982,73",132-W,
MARIA LOPES,fernandomendes@moura.net,,1944/10/02,R$ 464.52,507,não
Dr. Marcelo Duarte,campospedro-henrique@gmail.com,,1980/10/05,"581,83",659-X,1
Bernardo Aragão,vitor62@da.br,45,1939/04/02,"578,51",883-S,1
Milena Novaes,ealmeida@ig.com.br,,2022-09-30,"615,39",,0
CAIO LIMA,email_invalido@.com,41,26/02/1968,"596,45",null,yes
gabriela nogueira,giovannadias@gmail.com,,2019-06-24,"456,56",,
Antônio Ferreira,xcampos@castro.com,60,1989-05-10,"681,86",580-E,não
SRA. VALENTINA NASCIMENTO,carlos-eduardoda-mata@uol.com.br,,25/05/1983,9185.74,,0
VITOR COSTELA,nda-conceicao@santos.com,29,04/03/1953,1551.76,340-S,false
PEDRO LUCAS CARVALHO,fariasmaria@bol.com.br,49,31-02-2023,R$ 772.78,,false
vitor gabriel porto,duarteluigi@da.org,,31-02-2023,R$ 327.37,,true
Vinicius Campos,theosantos@silva.com,,1937/11/05,R$ 816.68,null,não
joaquim azevedo,freitasrodrigo@ig.com.br,,1950/04/12,3329.92,276,true
Kevin Dias,eduardasales@martins.br,,22/07/2005,5602.5,619-R,0
eloah moreira,qmartins@hotmail.com,,1986-07-24,R$ 786.93,null,sim
SR. VICENTE LIMA,kaique51@hotmail.com,,2002-03-21,7214.18,241,1
Gabriel Da Mata,hda-conceicao@gmail.com,,1998/09/21,R$ 277.4,,sim
Stephany Martins,luiz-fernandosantos@hotmail.com,50,20/03/1979,"101,64",null,
SRTA. LÍVIA CARDOSO,rdias@ig.com.br,39,31-02-2023,R$ 946.72,850,sim
Felipe Da Cunha,lpereira@correia.br,,2017-07-12,"315,21",690-O,1
Pedro Henrique Da Rocha,marcos-vinicius54@duarte.com,,1973-09-25,R$ 58.84,null,1
dr. joão felipe martins,barbara85@yahoo.com.br,46,31-02-2023,R$ 276.14,325,não
Thiago Moreira,davi-luccacosta@yahoo.com.br,,31-02-2023,"220,77",504-A,não
Sr. Anthony Da Cunha,enzonunes@bol.com.br,44,23/11/1974,4038.56,449,sim
daniela da mata,wfarias@rodrigues.br,,1971/08/27,R$ 264.56,188,true
Sr. João Miguel Rezende,sofiacavalcanti@yahoo.com.br,50,12/09/1944,3323.25,154-S,0
Srta. Joana Monteiro,juliajesus@bol.com.br,,24/09/2001,7755.32,,yes
luigi ramos,marcelo83@rocha.com,52,31-02-2023,R$ 831.33,168,0
João Guilherme Pereira,davi63@dias.br,51,01/06/1958,R$ 118.5,,yes
ANA CLARA PINTO,costakaique@costela.br,,23/11/1975,6325.56,141,sim
JOÃO VITOR NASCIMENTO,aragaobenjamin@hotmail.com,48,1991/02/02,"870,1",527-N,
